User_ID,Book_ID,Book_Title,Recommendation_Score
6532,0671742515,Long Dark Tea Time of the Soul,9.0
6532,0345423496,3001: The Final Odyssey,9.0
6532,0380973650,American Gods: A Novel,8.999999999999998
6532,0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",8.0
6532,0385601883,Unknown Title,8.0
6543,0140254544,A Light in the Window (The Mitford Years),8.912625394628337
6543,0425182843,Edge of Danger,1.0
6543,0425180964,The Bear and the Dragon (Jack Ryan Novels),1.0
6545,0874779537,The Biotech Century: Harnessing the Gene and Remaking the World,10.0
6545,0060926627,Sarajevo Daily: A City and Its Newspaper Under Siege,10.0
6545,1566195268,Mark Twain On the Damned Human Race,10.0
6545,0312276761,The Last Nazi,10.0
6545,0393039307,Climbing Mount Improbable,9.0
6556,0802130887,Miracle of the Rose,10.000000000000002
6556,0805240365,Through the Looking-Glass: And What Alice Found There,10.000000000000002
6556,0860685497,Unknown Title,10.000000000000002
6556,1560974702,Safe Area Gorazde: The War in Eastern Bosnia 1992-1995,10.000000000000002
6556,1585741728,The Rising Gorge: America's Master Humorist Takes on Everything from Monomania to Ernest Hemingway,10.000000000000002
6563,037550883X,I May Be Wrong but I Doubt It,8.0
6563,0375506039,Open House,7.0
6563,0385333137,Black and Blue (Oprah's Book Club),6.0
6563,0345378490,Congo,4.0
6563,0452282829,We Were the Mulvaneys,3.0
6564,0765346664,"Ghostlight (\""Light\"")",3.0
6574,0385335180,Moon Women,10.0
6574,0142001740,The Secret Life of Bees,9.0
6574,0670031046,In This Mountain,8.0
6574,8870634884,Lonely Planet: Cuba,7.0
6574,0441002692,The Godmother,7.0
6575,0312971346,High Five (A Stephanie Plum Novel),10.0
6575,0684196395,ONE FOR THE MONEY : A Stephanie Plum Novel,10.0
6575,B0000DAOHN,Hard Eight,10.0
6575,0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),10.0
6575,0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,9.999999999999998
6597,0380790904,Well Favored Gentleman (Avon Historical Romance),10.0
6597,0590383892,Sirena,10.0
6597,0440217067,Enslaved,10.0
6597,0380017601,Love Story,10.0
6597,0451627954,Beowulf,10.0
6599,0345335945,Camber of Culdi #1 (Legends of Camber of Culdi),10.0
6599,0880385197,"Love and War (Dragonlance Tales, Vol 3)",10.0
6599,0886773490,"The Star Scroll (Dragon Prince, Book 2)",10.0
6599,0886774039,"Sun-Runner's Fire (Dragon Prince, Book 3)",10.0
6599,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
6601,0448095076,The Clue in the Diary (Nancy Drew Mystery Stories Number 7),10.0
6601,0380790904,Well Favored Gentleman (Avon Historical Romance),10.0
6601,0590383892,Sirena,10.0
6601,0440217067,Enslaved,10.0
6601,0380017601,Love Story,10.0
6603,0898157803,Menopaws: The Silent Meow,10.0
6603,9726952859,Unknown Title,10.0
6603,9727083218,Unknown Title,9.0
6603,9726954533,Unknown Title,8.0
6603,9726627052,Unknown Title,8.0
6604,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",10.0
6604,0312289510,The Christmas Shoes,10.0
6604,067102423X,Bag of Bones,10.0
6604,0142001740,The Secret Life of Bees,10.0
6604,0671442686,Restaurant at the End of the Universe,10.0
6606,880781028X,Il Gattopardo,9.0
6606,8885989403,Va' dove ti porta il cuore (Romanzi e racconti),9.0
6606,0006551092,Unknown Title,8.0
6606,8838910170,La forma dell'acqua (La memoria),8.0
6606,8838914052,La voce del violino (La Memoria),8.0
6608,0345433106,The Syndrome,10.0
6608,0312980140,Seven Up (A Stephanie Plum Novel),10.0
6608,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),10.0
6608,0345422317,The Genesis Code,10.0
6608,0449907481,A Thousand Acres (Ballantine Reader's Circle),10.0
6611,0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),8.0
6618,0425093255,Five Little Pigs (Hercule Poirot Mysteries (Paperback)),10.0
6618,0747551006,Unknown Title,10.0
6618,8484036383,El fantasma de Canterville/El retrato de Dorian Gray/De profundis/La importancia de llamarse Ernesto/El abanico de Lady Windermere,10.0
6618,0439064864,Harry Potter and the Chamber of Secrets (Book 2),10.0
6618,0425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),9.0
6629,0684867621,The Girl Who Loved Tom Gordon : A Novel,10.0
6629,0312980140,Seven Up (A Stephanie Plum Novel),10.0
6629,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),10.0
6629,042509345X,"Robot Dreams (Masterworks of Science Fiction and Fantasy, No 5)",10.0
6629,0876669658,All About Finches,10.0
6635,0140440410,Anna Karenina (Penguin Classics),10.0
6635,0446310786,To Kill a Mockingbird,10.0
6635,0940322471,A Month in the Country (New York Review Books Classics),10.0
6635,0679728244,"Don't Worry, He Won't Get Far on Foot",9.0
6635,0340792655,Turning Thirty,9.0
6651,0385247737,The Power of Myth,9.0
6651,0679441247,Encore Provence,8.0
6651,0679428453,The Last of the Savages,7.0
6651,0679745327,Brightness Falls (Vintage Contemporaries),7.0
6651,0802135013,Shooting Elvis,7.0
6654,3426620286,Unknown Title,7.000000000000001
6654,3453039025,Die dunkle Seite der Sonne. Roman.,7.000000000000001
6654,3453870344,Uncool. Oder die Kunst erwachsen zu werden.,6.0
6654,3257231156,Auf dem Jakobsweg. Tagebuch einer Pilgerreise nach Santiago de Compostela.,6.0
6654,014062063X,Dracula (Penguin Popular Classics),4.999999999999999
6655,0679723439,Despair (Vintage International),10.0
6655,0312148240,The Empire State Building: The Making of a Landmark,8.0
6655,0375402241,Soft,8.0
6655,0801852447,722 Miles: The Building of the Subways and How They Transformed New York,7.0
6655,0140132317,How to Watch TV News,7.0
6662,0553574078,Affair,6.0
6667,0140018603,The Razor's Edge,10.0
6667,0375701907,Straight Man : A Novel (Vintage Contemporaries),10.0
6667,1555837336,Screening Party,10.0
6667,0064400026,Little House on the Prairie,10.0
6667,0671795937,ROGUE WARRIOR: ROGUE WARRIOR I  (PAPERBACK),10.0
6671,0451411404,Five Days in Summer,9.0
6671,0553803328,Villa Incognito,8.0
6671,0345459199,Dave Barry Hits Below the Beltway,5.000000000000001
6671,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,4.0
6678,0552546933,Unknown Title,10.0
6678,0380005239,Go Ask Alice (Avon/Flare Book),10.0
6678,0609804138,The Sweet Potato Queens' Book of Love,10.0
6678,074343627X,Dreamcatcher,10.0
6678,8472230082,Relato de un nÃ¡ufrago,10.0
6680,0385720602,Colors of the Mountain,8.0
6680,1556708343,Seen and Heard: Teenagers Talk About Their Lives,6.0
6682,0345447840,The Surgeon,10.0
6682,020530902X,"The Elements of Style, Fourth Edition",9.0
6682,0062502182,The Alchemist: A Fable About Following Your Dream,9.0
6682,0440226473,Hijacked: The Real Story of the Heroes of Flight 705,9.0
6682,0394736656,Herland,9.0
6689,1566198216,Grays Anatomy,10.0
6689,0738701262,"Llewellyn's 2004 Magical Almanac (Llewellyns Magical Almanac, 2004)",10.0
6689,1880656124,"Wabi-Sabi: for Artists, Designers, Poets & Philosophers",10.0
6689,0440414806,Holes (Yearling Newbery),10.0
6689,0028621239,The Complete Idiot's Guide to Knitting & Crocheting,10.0
6697,0316096199,Lucky : A Memoir,10.0
6697,0345296060,The Two Towers (Lord of the Rings (Paperback)),10.0
6697,1551925702,Unknown Title,10.0
6697,0312863934,Yarrow,10.0
6697,0765303817,The Onion Girl (Newford),10.0
6698,0786881887,"Myst, The: Book of Atrus",10.0
6698,0747558191,Unknown Title,10.0
6698,0001911619,Unknown Title,10.0
6698,0006727735,Unknown Title,10.0
6698,000716971X,Unknown Title,10.0
6700,0446606812,Message in a Bottle,6.0
6700,0590494481,"Piano Lessons Can Be Murder (Goosebumps, No 13)",2.0
6703,038550120X,A Painted House,10.0
6703,0552546933,Unknown Title,10.0
6703,0380005239,Go Ask Alice (Avon/Flare Book),10.0
6703,0609804138,The Sweet Potato Queens' Book of Love,10.0
6703,074343627X,Dreamcatcher,10.0
6710,0345335945,Camber of Culdi #1 (Legends of Camber of Culdi),10.000000000000002
6710,0345347633,Deryni Rising (Chronicles of the Deryni),10.000000000000002
6710,0553561189,Mistress of the Empire,10.000000000000002
6710,0880385197,"Love and War (Dragonlance Tales, Vol 3)",10.0
6710,0827604114,Dona Gracia of the House of Nasi,10.0
6715,8466302441,Unknown Title,5.0
6724,038550120X,A Painted House,10.0
6724,0552546933,Unknown Title,10.0
6724,0380005239,Go Ask Alice (Avon/Flare Book),10.0
6724,0609804138,The Sweet Potato Queens' Book of Love,10.0
6724,074343627X,Dreamcatcher,10.0
6731,0380731851,Mystic River,10.0
6731,0140146490,Changes At Fairacre,10.0
6731,0395573815,Friends at Thrush Green,10.0
6731,0764553496,Housetraining for Dummies,10.0
6731,0894809946,What to Expect the Toddler Years,10.0
6737,0679731725,The Remains of the Day (Vintage International),10.0
6737,0679600213,Out of Africa (Modern Library),10.0
6737,0312890117,Tourists: A Novel,10.0
6737,037570714X,The Mystic Masseur: A Novel,10.0
6737,006017143X,The Night Listener,10.0
6741,0399527257,The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe,10.0
6741,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
6741,0393323544,Pink Think: Becoming a Woman in Many Uneasy Lessons,10.0
6741,1573228583,Speaking With the Angel,10.0
6741,1559703237,Trying to Save Piggy Sneed,10.0
6745,9146169806,Anna Hanna Och Johanna,10.0
6745,9189618335,Unknown Title,6.0
6746,038550120X,A Painted House,10.0
6746,0552546933,Unknown Title,10.0
6746,0380005239,Go Ask Alice (Avon/Flare Book),10.0
6746,0609804138,The Sweet Potato Queens' Book of Love,10.0
6746,074343627X,Dreamcatcher,10.0
6761,1577344715,It Takes an Angel: A Novel,10.0
6761,1577347242,An Angel in Time,10.0
6761,1586214055,Four Blind Mice,10.0
6761,0590203509,Little Women,10.0
6761,1593551649,Separate Beds,10.0
6763,060980619X,God Save the Sweet Potato Queens,9.0
6763,0312261934,Literary Seductions: Compulsive Writers and Diverted Readers,5.0
6763,0375413596,The White,5.0
6763,0312420110,Death Kit : A Novel,5.0
6763,0971880107,Wild Animus,2.0
6766,0553264613,Hot Ice,10.0
6766,0446611085,Suzanne's Diary for Nicholas,10.0
6766,0373218095,Two By Twilight (2 novels in 1),10.0
6766,0385317093,Granny Dan,10.0
6766,0425139034,Property of,10.0
6769,0061097314,The Bean Trees,10.0
6769,006019877X,"Playing with Fire : A Novel of Suspense (Robinson, Peter)",10.0
6769,0918273552,A Bliss Case: A Novel,10.0
6769,0425190838,Track of the Cat,9.0
6769,0380728265,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),9.0
6782,0671701606,The RESTAURANT AT THE END OF THE UNIVERSE (Hitchhiker's Trilogy (Paperback)),10.0
6782,0671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),9.0
6782,0451188462,Desperation,9.0
6782,0590448404,It Zwibble and the Greatest Clean-Up Ever!,9.0
6782,0671427814,MYSTERY BLUE TRAIN,9.0
6786,0671867296,Imzadi (Star Trek: The Next Generation),10.0
6786,0312857675,A Crown of Swords : Book Seven of 'The Wheel of Time' (Wheel of Time),10.0
6786,0316899984,"River, Cross My Heart",10.0
6786,1857990889,Unknown Title,10.0
6786,0064405370,"The Chronicles of Narnia: The Magician's Nephew/The Lion, the Witch and the Wardrobe/The Horse and His Boy/Prince Caspian/Voyage of the Dawn Treader/The Silver Chair/The Last Battle",10.0
6787,0451163494,The Key to Rebecca,9.0
6787,0553574779,Death at Sandringham House (Her Majesty Investigates),8.0
6787,0440226430,Summer Sisters,7.0
6787,0395752868,While England Sleeps,4.0
6787,0385332955,The Klone and I: A High-Tech Love Story (Bantam/Doubleday/Delacorte Press Large Print Collection),1.0
6788,0316693251,Roses Are Red,10.0
6788,0380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),10.0
6788,0671793489,All Around the Town,10.0
6788,0099928205,"Loves Music, Loves to Dance",10.0
6788,0671004573,Before I Say Good-Bye,10.0
6795,0446364193,Along Came a Spider (Alex Cross Novels),7.0
6795,0884046818,Battlefield Earth: A Saga of the Year 3000,7.0
6795,0425144429,Mr. Murder,7.0
6795,0399145893,Ghosts of Cape Sabine: The Harrowing True Story of the Greely Expedition,6.999999999999999
6795,0451156609,The Tommyknockers,6.0
6797,0312291639,The Nanny Diaries: A Novel,9.0
6797,0156006529,Where or When  : A Novel,9.0
6797,0671006614,TEARS OF RAGE,9.0
6797,0373872224,Love Inspired: Toward Home,8.0
6797,0345396065,Sleepers,8.0
6798,0345350561,Rendevous With Rama,7.0
6798,0812551494,"Soul of the Fire (Sword of Truth, Book 5)",3.0
6798,0765346524,Wizard's First Rule (Sword Of Truth),3.0
6798,0812551486,"Temple of the Winds (Sword of Truth, Book 4)",3.0
6800,0515136557,The Cat Who Brought Down the House,10.0
6800,0804117942,Spontaneous Healing : How to Discover and Embrace Your Body's Natural Ability to Maintain and Heal Itself,10.0
6800,1561707228,"God, Creation, and Tools for Life",10.0
6800,1573221112,The Art of Happiness: A Handbook for Living,10.0
6800,0375508562,The Demon in the Freezer : A True Story,10.0
6801,0449911446,Before Women Had Wings (Ballantine Reader's Circle),10.0
6801,0812548485,The Interpreter,8.0
6801,0345404114,Sleepers,8.0
6801,0451177096,Dolores Claiborne,7.0
6801,0451139755,Pet Sematary,7.0
6803,0440503647,Car Talk,7.0
6803,1558742913,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),5.0
6820,0143035002,Anna Karenina (Oprah's Book Club),10.0
6820,0312990456,One for the Money (A Stephanie Plum Novel),10.0
6820,0743222008,The Vanished Man : A Lincoln Rhyme Novel,10.0
6820,0066214122,Prey: A Novel,10.0
6820,1573225487,The Romance Reader,10.0
6831,1552781429,Unknown Title,9.0
6831,0440219078,The Giver (21st Century Reference),9.0
6831,0590498487,The Measly Middle Ages (Horrible History),8.0
6831,0393049736,Don't Tell Anyone: Fiction,7.0
6831,039309251,Unknown Title,7.0
6853,0440498058,A Wrinkle In Time,10.0
6853,014028009X,Bridget Jones's Diary,10.0
6853,0140042393,The Grapes of Wrath,10.0
6853,0060923288,"Raising Your Spirited Child: A Guide for Parents Whose Child Is More Intense, Sensitive, Perceptive, Persistent, Energetic",10.0
6853,0553275283,Love Story,10.0
6854,0446520802,The Notebook,9.0
6854,155166285X,If Looks Could Kill,9.0
6854,042517025X,The Story Teller (Arapaho Indian Mysteries),7.0
6855,2012789293,MÃ?Â©moire de singe et paroles d'homme,10.0
6855,2264009128,Unknown Title,10.0
6855,2277241794,Unknown Title,10.0
6855,2290313904,Nazis dans le mÃ?Â©tro,10.0
6855,0380728133,Bloodsucking Fiends: A Love Story,10.0
6858,042510687X,Outbreak,10.0
6858,0312929773,The Heat Islands : A Doc Ford Novel (A Doc Ford Novel),10.0
6858,0446611638,Lost Light,10.0
6858,0553582755,One Door Away from Heaven,10.0
6858,0380710218,Postmortem,10.0
6865,0440237300,Three Weeks in Paris,10.0
6865,0312854315,The Shadow Rising : Book Four of 'The Wheel of Time' (Wheel of Time),10.0
6865,0373484232,Stanislaski Sisters,10.0
6865,0425158616,Cause of Death,10.0
6865,0312971281,Search the Dark (An Ian Rutledge Mystery),10.0
6869,0385259174,Unknown Title,8.0
6869,0394223802,Unknown Title,8.0
6869,0002243962,Girlfriend In a Coma,8.0
6869,0385720467,Disobedience: A Novel,7.0
6871,0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,5.0
6873,155927848X,8 Simple Rules for Dating My Teenage Daughter,10.000000000000002
6873,0689818769,Frindle,10.000000000000002
6873,0425166929,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost,10.000000000000002
6873,1932128069,After Life: Answers from the Other Side,10.000000000000002
6873,0849911389,A Gentle Thunder,10.0
6883,0140142231,Haroun and the Sea of Stories Edition Uk,10.0
6883,3522166108,Der satanarchÃ¤olÃ¼genialkohÃ¶llische Wunschpunsch,10.0
6883,0316769487,The Catcher in the Rye,10.0
6883,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),10.0
6883,1573222348,Drinking Coffee Elsewhere (Alex Awards (Awards)),10.0
6889,038550120X,A Painted House,10.0
6889,0552546933,Unknown Title,10.0
6889,0380005239,Go Ask Alice (Avon/Flare Book),10.0
6889,0609804138,The Sweet Potato Queens' Book of Love,10.0
6889,074343627X,Dreamcatcher,10.0
6892,1401042627,Fought by Boys: New and Selected Poems from War,10.0
6892,0452264464,Beloved (Plume Contemporary Fiction),10.0
6892,0446609617,Standoff,10.0
6892,0195135156,Voodoo Science: The Road from Foolishness to Fraud,10.0
6892,0451184726,She Walks These Hills,10.0
6893,0805063897,Nickel and Dimed: On (Not) Getting By in America,8.0
6893,0380820293,Last Chance Saloon,8.0
6893,0399133453,The Cardinal of the Kremlin,5.0
6906,0553583166,Watchers of Time,7.0
6906,0385488858,"Who's Your Caddy? : Looping for the Great, Near Great, and Reprobates of Golf",7.0
6906,0786868929,"Older the Fiddle, the Better the Tune, The : The Joys of Reaching a Certain Age",7.0
6906,0451410440,Under the Color of the Law,6.0
6906,0671525743,Night Whispers,5.0
6910,0743474325,"Speaks the Nightbird, Volume I : Judgment of the Witch",10.0
6910,0446604941,Gladly the Cross Eyed Bear,10.0
6910,0060938455,Fast Food Nation: The Dark Side of the All-American Meal,10.0
6910,0449908100,Dave Barry Does Japan,10.0
6910,0441532993,Mindkiller: A Novel of the Near Future,10.0
6912,0316107549,Classics of Western Literature: Bloom County 1986-1989,10.0
6912,0376026138,Starbucks Passion for Coffee,10.0
6912,0517334097,The Vitamin Book,9.0
6912,067003133X,The Bounty: The True Story of the Mutiny on the Bounty,8.0
6912,0385324057,Summer Sisters,7.000000000000001
6917,042510107X,Red Storm Rising,9.0
6917,0345338588,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",9.0
6917,0312316690,"The Tristan Betrayal (Ludlum, Robert)",9.0
6917,0425147584,Debt of Honor (Jack Ryan Novels),9.0
6917,0446530891,Split Second,9.0
6929,0451166892,The Pillars of the Earth,10.0
6929,0048230707,Unknown Title,10.0
6929,0671027360,Angels & Demons,10.0
6929,0860688992,For Your Own Good the Roots of Violence,10.0
6929,0908802862,Unknown Title,10.0
6931,081603849X,The Encyclopedia of Witches and Witchcraft,10.0
6931,0060987561,I Know This Much Is True,10.0
6931,0140275363,The Iliad (Penguin Classics),10.0
6931,1563054671,The Little Zen Companion,10.0
6931,0316488399,"The Good Spell Book : Love Charms, Magical Cures, and Other Practical Sorcery",10.0
6940,0345310020,Chronicle of a Death Foretold,10.0
6940,0671869051,STAR TREK ENCYCLOPEDIA,10.0
6940,0393315088,The Wanting Seed (Norton Paperback Fiction),10.0
6940,0425107469,Watchers,10.0
6940,0385333846,Slaughterhouse-Five,10.0
6941,1561731412,My Little Book About Mrs. Tiggy-Winkle,10.0
6941,0671534742,Music in the Night (Logan),7.0
6941,0553293257,Rendezvous,7.0
6941,0553578308,Tough Cookie,4.0
6946,0441008615,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",8.0
6946,0451527631,Looking Backward: 2000-1887 (Signet Classics (Paperback)),6.999999999999999
6958,0440223393,The Shadowcatcher (Sheriff Lansing Mystery),6.0
6958,0316601950,The Pilot's Wife : A Novel,5.0
6958,8811620090,Paso doble,5.0
6965,1576736792,Lord Foulgrin's Letters,10.0
6965,0441795919,Talking to Dragons (Magicquest Book),10.0
6965,0836218256,Something Under the Bed Is Drooling,10.0
6965,0064400042,On the Banks of Plum Creek,10.0
6965,0916291456,Everyone Poops (My Body Science),10.0
6966,0886777631,"City of Golden Shadow (Otherland, Volume 1)",10.0
6966,031210491X,Living With Dickens,10.0
6966,0451526015,The Picture of Dorian Gray and Other Short Stories,10.0
6966,0316107298,Billy and the Boingers Bootleg (Bloom County Book),10.0
6966,0449908100,Dave Barry Does Japan,10.0
6967,0590203509,Little Women,10.0
6967,014028009X,Bridget Jones's Diary,10.0
6967,0671019740,Heart of Fire,10.0
6967,1576731235,Front Porch Tales,10.0
6967,0451526996,Moby-Dick (Signet Classics (Paperback)),10.0
6968,0345312104,Follow the River,10.0
6968,0553571834,Haunting Rachel,10.0
6968,0385497466,The Brethren,10.0
6968,1551668947,White Mountain,10.0
6968,0451522907,Flatland: A Romance of Many Dimensions (Signet Classics (Paperback)),10.0
6969,0440122090,Echoes,10.0
6969,043400538X,Unknown Title,10.0
6969,1562012541,Girl School,10.0
6969,0709062273,An Author's Gd to Publishing,10.0
6969,0671037390,Only Dad,9.0
6988,0517149257,The Ultimate Hitchhiker's Guide,10.0
6988,0312282990,The Amazing Adventures of Kavalier & Clay,10.0
6988,0375700757,Cold Mountain : A Novel,10.0
6988,0671724738,Postcards from the Edge,10.0
6988,078688505X,Pure Drivel,9.0
6990,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",10.000000000000002
6990,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
6990,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",10.0
6990,044691200X,Mad: The Half-Wit and Wisdom of Alfred E. Neuman,10.0
6990,0451521374,A midsummer night's dream (The Signet classic Shakespeare),10.0
6998,8807813025,"Novocento, Un Monologo",10.0
6998,8806143042,Almost blue (Stile libero),10.0
6998,8878193526,Unknown Title,10.0
6998,8817106119,Castelli Di Rabbia,9.0
6998,8881110059,Unknown Title,8.0
7000,1931514925,Chobits Vol.1,10.0
7000,0886777844,Summon the Keeper,10.0
7000,1569470154,The Queen and I,10.0
7000,0440217563,Voyager,10.0
7000,0440215625,Dragonfly in Amber,10.0
7002,0681403225,More Than Complete Hitchhiker's Guide: Complete & Unabridged,10.0
7002,0760707251,Charlottes Web Special Read Along Edition,10.0
7002,0515124893,Homeport,10.0
7002,0571206484,Prodigal Summer,10.0
7002,0440217563,Voyager,10.0
7007,038550120X,A Painted House,10.0
7007,0552546933,Unknown Title,10.0
7007,0380005239,Go Ask Alice (Avon/Flare Book),10.0
7007,0609804138,The Sweet Potato Queens' Book of Love,10.0
7007,074343627X,Dreamcatcher,10.0
7010,0446357421,If Tomorrow Comes,10.0
7010,0821772155,The Fifth Victim,10.0
7010,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),10.0
7010,1558533311,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live & Learn &amp; Pass It on)",10.0
7010,0740710664,Gb Comical Cats,10.0
7021,0810935783,Frederic Lord Leighton,10.0
7021,0380015188,Rascal,10.0
7021,0380790823,My Evil Twin (An Avon Camelot Book),10.0
7021,039483609X,The Black Stallion-Pa (Black Stallion (Paperback)),10.0
7021,0440445426,Fat Men from Space,10.0
7031,0440236983,Unknown Title,10.000000000000002
7031,0316776963,Me Talk Pretty One Day,10.000000000000002
7031,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10.000000000000002
7031,0385509510,Under the Banner of Heaven : A Story of Violent Faith,10.000000000000002
7031,0446690589,Cancer Schmancer,10.000000000000002
7035,055326690X,"Pardon Me, You're Stepping On My Eyeball",10.0
7035,1561707228,"God, Creation, and Tools for Life",10.0
7035,0060972009,Moon Tiger,10.0
7035,1561707236,Soul's Perfection (Journey of the Soul),10.0
7035,1561707244,"The Nature of Good and Evil (Journey of the Soul Series, Book 3)",10.0
7050,0894809946,What to Expect the Toddler Years,10.0
7050,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
7050,0060266864,If You Give a Pig a Pancake,10.0
7050,0590453920,Bear's Bargain,10.0
7050,0399141065,Contagion,10.0
7053,0425104788,Forrest Gump,8.0
7053,0312195516,The Red Tent (Bestselling Backlist),8.0
7053,0671769227,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",8.0
7053,0440220424,Having Our Say : The Delany Sisters' First 100 Years,6.0
7053,44903007995,Unknown Title,5.0
7055,0863162339,"Chomsky for Beginners (Writers and Readers Beginners Documentary Comic Book, 80)",10.0
7055,0140280464,My Year of Meats,10.0
7055,019431510X,Oxford Advanced Learner's Dictionary: Of Current English,10.0
7055,0786863986,A Monk Swimming,10.0
7055,0198606362,Concise Oxford English Dictionary (Thumb Index Edition),10.0
7058,038550120X,A Painted House,10.0
7058,0552546933,Unknown Title,10.0
7058,0380005239,Go Ask Alice (Avon/Flare Book),10.0
7058,0609804138,The Sweet Potato Queens' Book of Love,10.0
7058,074343627X,Dreamcatcher,10.0
7060,0373871864,Out Of The Shadows (Love Inspired (Numbered)),10.000000000000002
7060,0671870955,PRINCE CHARMING,10.000000000000002
7060,0380844001,A Rose in Winter,10.000000000000002
7060,0310219485,Though None Go with Me,10.000000000000002
7060,0373871686,Love For Safekeeping (Love Inspired (Numbered)),10.000000000000002
7065,0374332657,Holes (Newbery Medal Book),10.0
7065,0060559624,Every Night Is Ladies' Night : Stories,10.0
7065,0151175500,The Choiring of the Trees,10.0
7065,0684831651,MARCHLANDS,10.0
7065,0684813866,HOOKMEN,10.0
7082,0312980140,Seven Up (A Stephanie Plum Novel),10.0
7082,0312971346,High Five (A Stephanie Plum Novel),9.536763430370735
7082,0446525731,The Christmas Train,9.0
7082,0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),8.536763430370733
7082,0312265840,Seven Up (A Stephanie Plum Novel),8.0
7088,0451177096,Dolores Claiborne,10.0
7088,0671729411,Flowers In The Attic (Dollanganger),10.0
7088,0312983220,Area 7,10.0
7088,0758204108,Becoming Bobbie,9.0
7088,0446608890,Saving Faith,9.0
7105,0304357278,E-Tales: The Best & Worst of Internet Humor,9.0
7105,0330334026,Mad Cows,4.0
7106,0312289588,Scarecrow,9.0
7106,0385602642,Unknown Title,9.0
7106,0747254176,Unknown Title,9.0
7106,0006480268,Unknown Title,8.0
7106,0006483488,Unknown Title,8.0
7112,3257228007,Das Parfum: Die Geschichte Eines Morders,10.0
7112,3596122821,Unknown Title,10.0
7112,3746618320,Der fremde Tibeter.,9.0
7112,342311942X,NÃ?Â¤chte mit Bosch. 18 unwahrscheinlich wahre Geschichten.,9.0
7112,3518393472,Target: Roman (Phantastische Bibliothek),9.0
7128,0439401399,The Contest,10.000000000000002
7128,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,10.000000000000002
7128,0449223604,M Is for Malice,10.000000000000002
7128,0679447156,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),10.000000000000002
7128,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),10.000000000000002
7132,8437600898,El Tunel,10.0
7132,8408032976,Unknown Title,9.0
7132,849710031X,Unknown Title,9.0
7132,8420478407,El Cuento De LA Isla Desconocida,9.0
7132,840802051X,LOS RENGLONES TORCIDOS DE DIOS,8.0
7134,0151010102,Kartography,7.0
7134,014025448X,At Home in Mitford (The Mitford Years),7.0
7134,0385493800,The Testament,6.0
7134,0385472951,The Partner,6.0
7134,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",4.0
7139,8475251471,La vuelta al mundo en 80 dÃ­as,9.0
7139,8484037266,Viaje Al Centro de La Tierra,8.0
7139,8433917951,La lÃ³gica del vampiro (Narrativas hispÃ¡nicas),6.0
7139,8401570557,Mala Indole,5.000000000000001
7139,8466306811,El futuro no es lo que era,5.0
7142,0064471837,Sabriel (The Abhorsen Trilogy),10.0
7142,1857989996,Land of Laughs,10.0
7142,0140234012,Quantity Theory of Insanity,10.0
7142,0099521016,Midnight In the Garden of Good and Evil,9.0
